Intern ID,Top Cluster,Top Cluster Role,Job Similarity Score,Top Course,Course Similarity Score
intern_0158,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.4985845529031061,"HTML, CSS, and Javascript for Web Developers",0.9581188109954324
intern_0159,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0160,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.42559379010485,IBM Applied AI,0.9135830006835397
intern_0161,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5229361443182209,"HTML, CSS, and Javascript for Web Developers",0.9112330442296619
intern_0162,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6439858755378406,IBM DevOps and Software Engineering,0.8113131677187232
intern_0163,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6919813722618157,IBM Data Science,0.8308557800488614
intern_0164,3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)",0.40930622883478784,Preparing for Google Cloud Certification: Cloud DevOps Engineer,0.7656276946835718
intern_0165,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.3875592529360582,Structuring Machine Learning Projects,0.836141834536837
intern_0166,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0167,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.46375278185476587,Project Management & Other Tools for Career Development,0.9446276247558956
intern_0168,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5542883342731697,IBM DevOps and Software Engineering,0.882739586004692
intern_0169,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6626637797383439,Using Python to Access Web Data,0.8352949017246085
intern_0170,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5816168587862809,Cloud Application Development Foundations,0.9684463253612533
intern_0171,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5527882551511022,Operating Systems and You: Becoming a Power User,0.7253301643396897
intern_0172,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5298084901506981,IBM DevOps and Software Engineering,0.9825221290320304
intern_0173,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.3926715364871561,Cloud Application Development Foundations,0.731974096559458
intern_0174,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.589299281409912,Introduction to Front-End Development,0.7682337209623659
intern_0175,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.3851463063739445,"HTML, CSS, and Javascript for Web Developers",0.8625775270321392
